gene	ensembl	opentargets_status	approved_symbol	approved_name	biotype	tractability	top_disease_name	top_disease_score	pancreas_disease_name	pancreas_disease_score	known_drug_count	known_drugs	pancreas_known_drug_count	pancreas_known_drugs
XRCC4	ENSG00000152422	ok	XRCC4	X-ray repair cross complementing 4	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:TRUE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:TRUE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	microcephalic primordial dwarfism-insulin resistance syndrome	0.7638978847332903			0.0		0.0	
LRP6	ENSG00000070018	ok	LRP6	LDL receptor related protein 6	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:TRUE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:TRUE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	tooth agenesis, selective, 7	0.7026103931779112			0.0		0.0	
TBC1D8	ENSG00000204634	ok	TBC1D8	TBC1 domain family member 8	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:TRUE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	ovarian neoplasm	0.3288516029506067			0.0		0.0	
KIF14	ENSG00000118193	ok	KIF14	kinesin family member 14	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	microcephaly 20, primary, autosomal recessive	0.722235795216121			0.0		0.0	
LRCH1	ENSG00000136141	ok	LRCH1	leucine rich repeats and calponin homology domain containing 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	atrial fibrillation	0.4767196035335622	pancreatic ductal adenocarcinoma	0.0072725249576671	0.0		0.0	
CYP3A5	ENSG00000106258	ok	CYP3A5	cytochrome P450 family 3 subfamily A member 5	protein_coding	SM:Approved Drug:TRUE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:TRUE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:TRUE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	HIV infectious disease	0.5994180670404553			2.0	COBICISTAT:HIV-1 infection,HIV infectious disease,infection,human immunodeficiency virus infection,coronavirus disease 2019 (covid-19),human immunodeficiency virus 1 infection,human immunodeficiency virus type 1 infection,hepatitis B virus infection,hepatitis C virus infection,COVID-19 pneumonia,malaria,acute myeloid leukemia,acute leukemia,mixed phenotype acute leukemia,acute lymphoblastic leukemia,pancreatic ductal adenocarcinoma,epidermal growth factor receptor mutation-positive non-small cell lung cancer,non-small cell lung carcinoma,human immunodeficiency virus type 2 infection,human immunodeficiency virus positive patients,human immunodeficiency virus 1 transmission:APPROVAL; RITONAVIR:HIV infectious disease,cirrhosis type c,HIV-1 infection,,viremia,hepatitis C virus infection,chronic hepatitis C virus infection,human immunodeficiency virus infection,covid-19 virus infection,viral infectious disease,human immunodeficiency virus 1 infection,coronavirus disease 2019 (covid-19),human immunodeficiency virus type 1 infection,human immunodeficiency virus RNA elevation,malaria,human immunodeficiency virus-1 infection,virological failure,hyperlipidemia,hepatitis C,hepatitis B virus infection,tuberculosis,placental malaria,Cirrhosis,chronic hepatitis C virus genotype 1 infection,hepatitis C virus genotype 1b infection,hepatitis C virus genotype 1a infection,renal impairment,hepatitis C virus infection genotype 1,hepatitis C virus infection genotype 4,viral suppression,hepatitis C virus genotype 4 infection,chronic hepatitis C virus genotype 4 infection,persistent viremia,hepatocellular carcinoma,community-acquired pneumonia,COVID-19,hepatitis delta virus infection,influenza,COVID-19–associated multisystem inflammatory syndrome in children,hepatitis D virus infection,death,hospitalisation,SARS-CoV-2 infection,middle east respiratory syndrome (mers),Kaposi's sarcoma,human immunodeficiency virus type 1 coinfection,human immunodeficiency virus 2 infection,chronic hepatitis B virus infection,Middle East respiratory syndrome,chronic hepatitis C genotype 1 infection,severe acute respiratory syndrome coronavirus 2 infection,Recurrent lower respiratory tract infections,severe coronavirus disease 2019,disseminated Mycobacterium avium complex disease,AIDS,HIV,human immunodeficiency virus RNA level,progressive multifocal leukoencephalopathy,pregnancy,hiv type 1 infection,brain metastases,virologic failure,malignant glioma,Hepatic fibrosis,human immunodeficiency virus type 1 RNA load,compensated cirrhosis,human immunodeficiency virus type 1 subtype B infection,human immunodeficiency virus type 1 subtype C infection,hepatitis C virus genotype 1 infection,chronic delta hepatitis,chronic hepatitis D virus infection,ischemic risks,liver disorder,chronic hepatitis,chronic hepatitis D infection,prostate cancer,long COVID-19,post-acute sequelae of SARS-CoV-2,dysfunctional breathing patterns,microvascular dysfunction,brain fog,post-acute COVID-19 syndrome,persistent fever,post exertional malaise,postural orthostatic tachycardia syndrome,Fatigue,Inappropriate sinus tachycardia,Dyspnea,long COVID,plasmodium falciparum subclinical parasitemia,glioblastoma,HIV disease,alcohol dependence,cocaine dependence,hypertriglyceridemia,solid tumours,toxoplasmosis,pneumocystosis,alcoholic liver cirrhosis,high levels of Human Endogenous Retrovirus-K,amyotrophic lateral sclerosis,B-cell chronic lymphocytic leukemia,plasma cell myeloma,advanced solid tumours,solid tumor,HER2-expressing advanced solid malignant tumors,salivary gland carcinoma,cirrhosis of liver,chronic kidney disease,cancer,advanced solid tumors,anus neoplasm,glioma,breast cancer,pulmonary arterial hypertension,human immunodeficiency virus RNAemia,lactic acidemia,elevated alanine aminotransferase,Lipoatrophy,lipodystrophy syndrome,immune reconstitution failure,low CD4 cell count,immunosuppression,severe acute respiratory syndrome,human immunodeficiency virus vertical transmission,HIV-1 group M infection,HIV-1 group O infection,complete remission following a bone marrow transplant for Hodgkin lymphoma,HIV-1 RNA suppression,HIV-1 RNA,primary biliary cholangitis,severe acute malnutrition,atherosclerotic cardiovascular disease,plasma viremia,human immunodeficiency virus type 2 infection,end-stage kidney disease,human immunodeficiency virus disease,pneumonia caused by novel coronavirus infection,covid-19,novel coronavirus infectious disease,new coronavirus infection pneumonia,severe new coronavirus infection pneumonia,interstitial pneumonia,acute respiratory distress syndrome,coronavirus disease 2019 pneumonia,COVID-19 pneumonia,cardiovascular complications,vascular damage,persistent SARS-CoV-2 infection,work productivity losses:APPROVAL	1.0	COBICISTAT:HIV-1 infection,HIV infectious disease,infection,human immunodeficiency virus infection,coronavirus disease 2019 (covid-19),human immunodeficiency virus 1 infection,human immunodeficiency virus type 1 infection,hepatitis B virus infection,hepatitis C virus infection,COVID-19 pneumonia,malaria,acute myeloid leukemia,acute leukemia,mixed phenotype acute leukemia,acute lymphoblastic leukemia,pancreatic ductal adenocarcinoma,epidermal growth factor receptor mutation-positive non-small cell lung cancer,non-small cell lung carcinoma,human immunodeficiency virus type 2 infection,human immunodeficiency virus positive patients,human immunodeficiency virus 1 transmission:APPROVAL
AFAP1	ENSG00000196526	ok	AFAP1	actin filament associated protein 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	open-angle glaucoma	0.5180136348483749			0.0		0.0	
C10ORF11		no_ensembl												
NOX4	ENSG00000086991	ok	NOX4	NADPH oxidase 4	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:TRUE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:TRUE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:TRUE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:TRUE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	hair color	0.4969209079049391			1.0	SETANAXIB:fibrosis,albuminuria,liver stiffness,primary biliary cholangitis,idiopathic pulmonary fibrosis,elevated liver stiffness,head and neck squamous cell carcinoma,Alport syndrome:PHASE_2	0.0	
RAB38	ENSG00000123892	ok	RAB38	RAB38, member RAS oncogene family	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:TRUE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	benign neoplasm of eye	0.4400396781480583	familial pancreatic carcinoma	0.0604981689904707	0.0		0.0	
CYB5D1	ENSG00000182224	ok	CYB5D1	cytochrome b5 domain containing 1	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:TRUE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	musculoskeletal system disorder	0.2811718913639828			0.0		0.0	
VLDLR	ENSG00000147852	ok	VLDLR	very low density lipoprotein receptor	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:TRUE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:TRUE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	Dysequilibrium syndrome	0.7875141725853417			0.0		0.0	
ZNF117	ENSG00000152926	ok	ZNF117	zinc finger protein 117	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:FALSE; AB:GO CC high conf:FALSE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:FALSE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:TRUE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	neurodegenerative disease	0.4885897991380236	pancreatic intraductal papillary-mucinous neoplasm	0.0286424387380643	0.0		0.0	
ADIPOQ	ENSG00000181092	ok	ADIPOQ	adiponectin, C1Q and collagen domain containing	protein_coding	SM:Approved Drug:FALSE; SM:Advanced Clinical:FALSE; SM:Phase 1 Clinical:FALSE; SM:Structure with Ligand:FALSE; SM:High-Quality Ligand:FALSE; SM:High-Quality Pocket:FALSE; SM:Med-Quality Pocket:FALSE; SM:Druggable Family:FALSE; AB:Approved Drug:FALSE; AB:Advanced Clinical:FALSE; AB:Phase 1 Clinical:FALSE; AB:UniProt loc high conf:TRUE; AB:GO CC high conf:TRUE; AB:UniProt loc med conf:FALSE; AB:UniProt SigP or TMHMM:TRUE; AB:GO CC med conf:FALSE; AB:Human Protein Atlas loc:FALSE; PR:Approved Drug:FALSE; PR:Advanced Clinical:FALSE; PR:Phase 1 Clinical:FALSE; PR:Literature:FALSE; PR:UniProt Ubiquitination:FALSE; PR:Database Ubiquitination:FALSE; PR:Half-life Data:FALSE; PR:Small Molecule Binder:FALSE; OC:Approved Drug:FALSE; OC:Advanced Clinical:FALSE; OC:Phase 1 Clinical:FALSE	adiponectin deficiency	0.4425109828183368	pancreatic neoplasm	0.1073386330991938	0.0		0.0	
