study_id	citation_key	year	title	source_type	datasets_used	list_name	gene	direction	reported_role	evidence_type	n_genes_reported_list	reusable_gene_lists	extraction_status	source_url	pmid	doi	curatorial_note	notes
ZHOU_MOLMED_2019	Zhou 2019 Molecular Medicine	2019	Integrated transcriptomic analysis reveals hub genes involved in diagnosis and prognosis of pancreatic cancer	Integrated transcriptomic analysis; diagnostic/prognostic signatures	GSE28735; GSE15471; GSE16515; GSE101448	prognostic_4_gene_model	PM20D1	coef_positive_1.011	prognostic_model	reported_model	4	19-gene diagnostic module; 4-gene diagnostic model; 4-gene prognostic model	reported modules/models extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6842480/	31706267.0	10.1186/s10020-019-0113-2	Four-gene prognostic model coefficient sign; sign is model coefficient.	Gene modules and equations reported in abstract/body; coefficients captured where explicitly reported.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	ALB	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	EGF	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	MMP9	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	EGFR	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	FN1	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	MMP1	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	SERPINE1	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	TIMP1	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	PLAU	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	PPI_top_10_hub_genes	PLAUR	hub_high_degree	PPI_hub_pathogenesis	reported_hub	10	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Top PPI hub genes in multi-platform meta-analysis.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	prognostic_5_gene_signature	LAMC2	model_component	prognostic_signature	reported_signature	5	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Prognostic signature genes reported by study.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	prognostic_5_gene_signature	LAMB3	model_component	prognostic_signature	reported_signature	5	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Prognostic signature genes reported by study.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	prognostic_5_gene_signature	SERPINB5	model_component	prognostic_signature	reported_signature	5	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Prognostic signature genes reported by study.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	prognostic_5_gene_signature	AREG	model_component	prognostic_signature	reported_signature	5	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Prognostic signature genes reported by study.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
MA_ONCOL_LETT_2019	Ma 2019 Oncology Letters	2019	Identification of potential hub genes associated with pathogenesis and prognosis of pancreatic duct adenocarcinoma using bioinformatics meta-analysis of multi-platform datasets	Multi-platform GEO/TCGA PDAC meta-analysis; PPI hub genes; prognosis	GSE15471; GSE16515; GSE41368; GSE62165; GSE62452; GSE71729; GSE71989; GSE91035; TCGA-PAAD	prognostic_5_gene_signature	SFRP4	model_component	prognostic_signature	reported_signature	5	10 PPI hub genes; 5 prognostic signature genes; 136 DEGs not fully extracted here	reported hub/prognostic panels extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6876339/	31807183.0		Prognostic signature genes reported by study.	Uses several of the same GEO cohorts as the current atlas; important novelty-overlap comparator.
YE_FRONTIMMUNOL_2021	Ye 2021 Frontiers in Immunology	2021	TSPAN1, TMPRSS4, SDR16C5, and CTSE as Novel Panel for Pancreatic Cancer: A Bioinformatics Analysis and Experiments Validation	Systematic transcriptome retrieval; WGCNA/DEG/hub panel; experimental validation	Eleven pancreatic cancer microarray datasets; reported analyses include GSE15471; GSE28735; GSE62165; GSE32688; GSE71989; GSE62452; GSE32676 and others	validated_4_gene_panel	TSPAN1	up_in_pancreatic_cancer	diagnostic_hub_panel_with_experimental_validation	reported_validated_panel	4	4-gene validated hub panel	validated hub panel extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC8015801/	33815409.0	10.3389/fimmu.2021.649551	Panel validated with experiments according to study abstract/full text.	Reported IHC/RT-PCR validation makes this a high-value comparator.
YE_FRONTIMMUNOL_2021	Ye 2021 Frontiers in Immunology	2021	TSPAN1, TMPRSS4, SDR16C5, and CTSE as Novel Panel for Pancreatic Cancer: A Bioinformatics Analysis and Experiments Validation	Systematic transcriptome retrieval; WGCNA/DEG/hub panel; experimental validation	Eleven pancreatic cancer microarray datasets; reported analyses include GSE15471; GSE28735; GSE62165; GSE32688; GSE71989; GSE62452; GSE32676 and others	validated_4_gene_panel	TMPRSS4	up_in_pancreatic_cancer	diagnostic_hub_panel_with_experimental_validation	reported_validated_panel	4	4-gene validated hub panel	validated hub panel extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC8015801/	33815409.0	10.3389/fimmu.2021.649551	Panel validated with experiments according to study abstract/full text.	Reported IHC/RT-PCR validation makes this a high-value comparator.
YE_FRONTIMMUNOL_2021	Ye 2021 Frontiers in Immunology	2021	TSPAN1, TMPRSS4, SDR16C5, and CTSE as Novel Panel for Pancreatic Cancer: A Bioinformatics Analysis and Experiments Validation	Systematic transcriptome retrieval; WGCNA/DEG/hub panel; experimental validation	Eleven pancreatic cancer microarray datasets; reported analyses include GSE15471; GSE28735; GSE62165; GSE32688; GSE71989; GSE62452; GSE32676 and others	validated_4_gene_panel	SDR16C5	up_in_pancreatic_cancer	diagnostic_hub_panel_with_experimental_validation	reported_validated_panel	4	4-gene validated hub panel	validated hub panel extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC8015801/	33815409.0	10.3389/fimmu.2021.649551	Panel validated with experiments according to study abstract/full text.	Reported IHC/RT-PCR validation makes this a high-value comparator.
YE_FRONTIMMUNOL_2021	Ye 2021 Frontiers in Immunology	2021	TSPAN1, TMPRSS4, SDR16C5, and CTSE as Novel Panel for Pancreatic Cancer: A Bioinformatics Analysis and Experiments Validation	Systematic transcriptome retrieval; WGCNA/DEG/hub panel; experimental validation	Eleven pancreatic cancer microarray datasets; reported analyses include GSE15471; GSE28735; GSE62165; GSE32688; GSE71989; GSE62452; GSE32676 and others	validated_4_gene_panel	CTSE	up_in_pancreatic_cancer	diagnostic_hub_panel_with_experimental_validation	reported_validated_panel	4	4-gene validated hub panel	validated hub panel extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC8015801/	33815409.0	10.3389/fimmu.2021.649551	Panel validated with experiments according to study abstract/full text.	Reported IHC/RT-PCR validation makes this a high-value comparator.
LI_CANCERCOMM_2018	Li 2018 Cancer Communications	2018	Integrative analysis of gene expression profiles reveals specific signaling pathways associated with pancreatic duct adenocarcinoma	Integrative pathway/gene expression analysis; survival-linked genes	GSE71989; GSE15471; GSE16515; GSE32676; GSE41368; GSE28735; TCGA; ICGC	survival_associated_pathway_genes	BIRC5	associated_with_survival	survival_associated_pathway_genes	reported_survival_associated	5	5 survival-associated pathway genes	reported survival-associated genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC5993144/	29764514.0	10.1186/s40880-018-0289-9	Genes significantly associated with survival in TCGA/ICGC according to study.	Useful comparator for prognosis-associated overlap and pathway-in-cancer enrichment.
LI_CANCERCOMM_2018	Li 2018 Cancer Communications	2018	Integrative analysis of gene expression profiles reveals specific signaling pathways associated with pancreatic duct adenocarcinoma	Integrative pathway/gene expression analysis; survival-linked genes	GSE71989; GSE15471; GSE16515; GSE32676; GSE41368; GSE28735; TCGA; ICGC	survival_associated_pathway_genes	CKS2	associated_with_survival	survival_associated_pathway_genes	reported_survival_associated	5	5 survival-associated pathway genes	reported survival-associated genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC5993144/	29764514.0	10.1186/s40880-018-0289-9	Genes significantly associated with survival in TCGA/ICGC according to study.	Useful comparator for prognosis-associated overlap and pathway-in-cancer enrichment.
LI_CANCERCOMM_2018	Li 2018 Cancer Communications	2018	Integrative analysis of gene expression profiles reveals specific signaling pathways associated with pancreatic duct adenocarcinoma	Integrative pathway/gene expression analysis; survival-linked genes	GSE71989; GSE15471; GSE16515; GSE32676; GSE41368; GSE28735; TCGA; ICGC	survival_associated_pathway_genes	ITGA3	associated_with_survival	survival_associated_pathway_genes	reported_survival_associated	5	5 survival-associated pathway genes	reported survival-associated genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC5993144/	29764514.0	10.1186/s40880-018-0289-9	Genes significantly associated with survival in TCGA/ICGC according to study.	Useful comparator for prognosis-associated overlap and pathway-in-cancer enrichment.
LI_CANCERCOMM_2018	Li 2018 Cancer Communications	2018	Integrative analysis of gene expression profiles reveals specific signaling pathways associated with pancreatic duct adenocarcinoma	Integrative pathway/gene expression analysis; survival-linked genes	GSE71989; GSE15471; GSE16515; GSE32676; GSE41368; GSE28735; TCGA; ICGC	survival_associated_pathway_genes	ITGA6	associated_with_survival	survival_associated_pathway_genes	reported_survival_associated	5	5 survival-associated pathway genes	reported survival-associated genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC5993144/	29764514.0	10.1186/s40880-018-0289-9	Genes significantly associated with survival in TCGA/ICGC according to study.	Useful comparator for prognosis-associated overlap and pathway-in-cancer enrichment.
LI_CANCERCOMM_2018	Li 2018 Cancer Communications	2018	Integrative analysis of gene expression profiles reveals specific signaling pathways associated with pancreatic duct adenocarcinoma	Integrative pathway/gene expression analysis; survival-linked genes	GSE71989; GSE15471; GSE16515; GSE32676; GSE41368; GSE28735; TCGA; ICGC	survival_associated_pathway_genes	RALA	associated_with_survival	survival_associated_pathway_genes	reported_survival_associated	5	5 survival-associated pathway genes	reported survival-associated genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC5993144/	29764514.0	10.1186/s40880-018-0289-9	Genes significantly associated with survival in TCGA/ICGC according to study.	Useful comparator for prognosis-associated overlap and pathway-in-cancer enrichment.
LU_GENES_2019	Lu 2019 Genes	2019	Identification of Key Genes and Pathways in Pancreatic Cancer Gene Expression Profile by Integrative Analysis	Integrated GEO expression analysis; PPI hub genes	GSE15471; GSE19650; GSE32676; GSE71989; TCGA survival checks	top_5_hub_genes	MELK	upregulated_hub	PPI_hub_prognostic_candidates	reported_hub	5	5 upregulated hub genes	reported top hub genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6722756/	31412643.0	10.3390/genes10080612	Top upregulated hub genes from PPI/cytoHubba analysis.	Meta-analysis-like integrative comparator; includes fewer cohorts than current atlas.
LU_GENES_2019	Lu 2019 Genes	2019	Identification of Key Genes and Pathways in Pancreatic Cancer Gene Expression Profile by Integrative Analysis	Integrated GEO expression analysis; PPI hub genes	GSE15471; GSE19650; GSE32676; GSE71989; TCGA survival checks	top_5_hub_genes	MET	upregulated_hub	PPI_hub_prognostic_candidates	reported_hub	5	5 upregulated hub genes	reported top hub genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6722756/	31412643.0	10.3390/genes10080612	Top upregulated hub genes from PPI/cytoHubba analysis.	Meta-analysis-like integrative comparator; includes fewer cohorts than current atlas.
LU_GENES_2019	Lu 2019 Genes	2019	Identification of Key Genes and Pathways in Pancreatic Cancer Gene Expression Profile by Integrative Analysis	Integrated GEO expression analysis; PPI hub genes	GSE15471; GSE19650; GSE32676; GSE71989; TCGA survival checks	top_5_hub_genes	SDC1	upregulated_hub	PPI_hub_prognostic_candidates	reported_hub	5	5 upregulated hub genes	reported top hub genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6722756/	31412643.0	10.3390/genes10080612	Top upregulated hub genes from PPI/cytoHubba analysis.	Meta-analysis-like integrative comparator; includes fewer cohorts than current atlas.
LU_GENES_2019	Lu 2019 Genes	2019	Identification of Key Genes and Pathways in Pancreatic Cancer Gene Expression Profile by Integrative Analysis	Integrated GEO expression analysis; PPI hub genes	GSE15471; GSE19650; GSE32676; GSE71989; TCGA survival checks	top_5_hub_genes	THBS1	upregulated_hub	PPI_hub_prognostic_candidates	reported_hub	5	5 upregulated hub genes	reported top hub genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6722756/	31412643.0	10.3390/genes10080612	Top upregulated hub genes from PPI/cytoHubba analysis.	Meta-analysis-like integrative comparator; includes fewer cohorts than current atlas.
LU_GENES_2019	Lu 2019 Genes	2019	Identification of Key Genes and Pathways in Pancreatic Cancer Gene Expression Profile by Integrative Analysis	Integrated GEO expression analysis; PPI hub genes	GSE15471; GSE19650; GSE32676; GSE71989; TCGA survival checks	top_5_hub_genes	TOP2A	upregulated_hub	PPI_hub_prognostic_candidates	reported_hub	5	5 upregulated hub genes	reported top hub genes extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC6722756/	31412643.0	10.3390/genes10080612	Top upregulated hub genes from PPI/cytoHubba analysis.	Meta-analysis-like integrative comparator; includes fewer cohorts than current atlas.
FRONTPHARMACOL_2024_ML_QPCR	Frontiers Pharmacol 2024/2025 5-gene ML-qPCR study	2024	Integrating traditional machine learning with qPCR validation to identify solid drug targets in pancreatic cancer: a 5-gene signature study	Random-effects meta-analysis plus ML forward/backward search and qPCR validation	14 public GEO datasets including GSE15471; GSE16515; GSE23397; GSE28735; GSE32676; GSE39751; GSE55643; GSE56560; GSE60979; GSE62165; GSE62452; GSE63111; GSE71989; GSE91035; plus GSE15932 qPCR context	ML_qPCR_5_gene_signature	LAMC2	model_component	diagnostic_signature_qPCR_validated	reported_signature	5	5-gene transcriptomic/qPCR signature	reported five-gene signature extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC11754184/	39850570.0	10.3389/fphar.2024.1539120	Random-effects/ML signature; qPCR validation in peripheral blood samples.	Recent public-data plus experimental validation comparator; strong overlap-risk comparator for NAR G&B reviewers.
FRONTPHARMACOL_2024_ML_QPCR	Frontiers Pharmacol 2024/2025 5-gene ML-qPCR study	2024	Integrating traditional machine learning with qPCR validation to identify solid drug targets in pancreatic cancer: a 5-gene signature study	Random-effects meta-analysis plus ML forward/backward search and qPCR validation	14 public GEO datasets including GSE15471; GSE16515; GSE23397; GSE28735; GSE32676; GSE39751; GSE55643; GSE56560; GSE60979; GSE62165; GSE62452; GSE63111; GSE71989; GSE91035; plus GSE15932 qPCR context	ML_qPCR_5_gene_signature	TSPAN1	model_component	diagnostic_signature_qPCR_validated	reported_signature	5	5-gene transcriptomic/qPCR signature	reported five-gene signature extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC11754184/	39850570.0	10.3389/fphar.2024.1539120	Random-effects/ML signature; qPCR validation in peripheral blood samples.	Recent public-data plus experimental validation comparator; strong overlap-risk comparator for NAR G&B reviewers.
FRONTPHARMACOL_2024_ML_QPCR	Frontiers Pharmacol 2024/2025 5-gene ML-qPCR study	2024	Integrating traditional machine learning with qPCR validation to identify solid drug targets in pancreatic cancer: a 5-gene signature study	Random-effects meta-analysis plus ML forward/backward search and qPCR validation	14 public GEO datasets including GSE15471; GSE16515; GSE23397; GSE28735; GSE32676; GSE39751; GSE55643; GSE56560; GSE60979; GSE62165; GSE62452; GSE63111; GSE71989; GSE91035; plus GSE15932 qPCR context	ML_qPCR_5_gene_signature	MYO1E	model_component	diagnostic_signature_qPCR_validated	reported_signature	5	5-gene transcriptomic/qPCR signature	reported five-gene signature extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC11754184/	39850570.0	10.3389/fphar.2024.1539120	Random-effects/ML signature; qPCR validation in peripheral blood samples.	Recent public-data plus experimental validation comparator; strong overlap-risk comparator for NAR G&B reviewers.
FRONTPHARMACOL_2024_ML_QPCR	Frontiers Pharmacol 2024/2025 5-gene ML-qPCR study	2024	Integrating traditional machine learning with qPCR validation to identify solid drug targets in pancreatic cancer: a 5-gene signature study	Random-effects meta-analysis plus ML forward/backward search and qPCR validation	14 public GEO datasets including GSE15471; GSE16515; GSE23397; GSE28735; GSE32676; GSE39751; GSE55643; GSE56560; GSE60979; GSE62165; GSE62452; GSE63111; GSE71989; GSE91035; plus GSE15932 qPCR context	ML_qPCR_5_gene_signature	MYOF	model_component	diagnostic_signature_qPCR_validated	reported_signature	5	5-gene transcriptomic/qPCR signature	reported five-gene signature extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC11754184/	39850570.0	10.3389/fphar.2024.1539120	Random-effects/ML signature; qPCR validation in peripheral blood samples.	Recent public-data plus experimental validation comparator; strong overlap-risk comparator for NAR G&B reviewers.
FRONTPHARMACOL_2024_ML_QPCR	Frontiers Pharmacol 2024/2025 5-gene ML-qPCR study	2024	Integrating traditional machine learning with qPCR validation to identify solid drug targets in pancreatic cancer: a 5-gene signature study	Random-effects meta-analysis plus ML forward/backward search and qPCR validation	14 public GEO datasets including GSE15471; GSE16515; GSE23397; GSE28735; GSE32676; GSE39751; GSE55643; GSE56560; GSE60979; GSE62165; GSE62452; GSE63111; GSE71989; GSE91035; plus GSE15932 qPCR context	ML_qPCR_5_gene_signature	SULF1	model_component	diagnostic_signature_qPCR_validated	reported_signature	5	5-gene transcriptomic/qPCR signature	reported five-gene signature extracted	https://pmc.ncbi.nlm.nih.gov/articles/PMC11754184/	39850570.0	10.3389/fphar.2024.1539120	Random-effects/ML signature; qPCR validation in peripheral blood samples.	Recent public-data plus experimental validation comparator; strong overlap-risk comparator for NAR G&B reviewers.
TANG_ONCOLLETT_2019_GSE28735	Tang 2019 Oncology Letters	2019	Identification of key pathways and candidate genes in pancreatic ductal adenocarcinoma using bioinformatics analysis	Single-dataset GSE28735 bioinformatics analysis; PPI hub genes	GSE28735	single_dataset_PPI_top_10_hub_genes	CFTR	hub_high_degree	single_dataset_PPI_hub	reported_hub_single_dataset	10	10 degree hub genes; full DEG list reported but not curated here	top PPI hub genes extracted; labelled single-dataset comparator	https://pmc.ncbi.nlm.nih.gov/articles/PMC6403508/			Single-dataset GSE28735 comparator; not a multi-cohort meta-analysis.	Not a meta-analysis; included as a single-dataset overlap comparator only.
TANG_ONCOLLETT_2019_GSE28735	Tang 2019 Oncology Letters	2019	Identification of key pathways and candidate genes in pancreatic ductal adenocarcinoma using bioinformatics analysis	Single-dataset GSE28735 bioinformatics analysis; PPI hub genes	GSE28735	single_dataset_PPI_top_10_hub_genes	SLC7A2	hub_high_degree	single_dataset_PPI_hub	reported_hub_single_dataset	10	10 degree hub genes; full DEG list reported but not curated here	top PPI hub genes extracted; labelled single-dataset comparator	https://pmc.ncbi.nlm.nih.gov/articles/PMC6403508/			Single-dataset GSE28735 comparator; not a multi-cohort meta-analysis.	Not a meta-analysis; included as a single-dataset overlap comparator only.
